filename,clause_text
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,E-mail: E-mail:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Date: Date:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,APPENDIX B
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,I am employed by
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"_________________________ (Consultant), which has been retained by"
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,_________________________ (Organization).
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,The Organization has executed this Non-Disclosure Agreement and has hired the Consultant for help and/or advice for purposes of Paragraph 3(b) of the Non-Disclosure Agreement.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,I have read the entire Non-Disclosure Agreement.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"I understand that I may not disclose Confidential Information to anyone, in any way, except as authorized by this Non-Disclosure Agreement."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,I agree to be bound by this duty and all other duties and obligations imposed by this Non-Disclosure Agreement.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,AGREED AND EXECUTED by (attach additional sheets as necessary):
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Signature: Signature:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Name: Name:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Consultant: Consultant:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Address: Address:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Telephone: Telephone:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,E-mail: E-mail:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Date: Date:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Signature: Signature:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Name: Name:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Consultant: Consultant:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Address: Address:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Telephone: Telephone:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,E-mail: E-mail:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Date: Date:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Signature: Signature:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Name: Name:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Consultant: Consultant:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Address: Address:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Telephone: Telephone:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,E-mail: E-mail:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Date: Date:
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Non-Disclosure
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Agreement
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,between the company
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,– in the following referred to as “the company”
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,and
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Furtwangen University
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,represented by its President:
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,represented by the Dean:
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,– in the following referred to as “the university” –
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Furtwangen University student is planning to complete their thesis with the company; the thesis topic includes practical applications within the company.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"In order to work on this topic as well as to supervise and evaluate the work, the contracting parties may have to share and exchange confidential information regarding their institutions."
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"For the contracting parties’ protection, such information shall be subject to confidentiality."
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,This agreement is exclusively concerned with the cooperation concerning the thesis as defined.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,The cooperation is based on mutual trust; disagreements will be settled amicably.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,§ 1 Prohibited Actions
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,The contracting parties mutually agree not to make available to third parties without prior consent any confidential information which was made available to them during the duration of this agreement by the student or the contractual partner.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"In accordance with §15AktG, related companies count as third parties."
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,§ 2 Definition
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,(1) Confidential information for purposes of this agreement is any such information as
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,1. Confidential information for purposes of this agreement is any such information as
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,2. is defined by § 3 b LwVfG BW as one of the company and business secrets protected or
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"3. is subject to banking confidentiality, data protection or any other legal obligation to confidentiality"
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"In any other respect, paragraph 3 shall apply to the graded assessment."
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,(2) The duty of confidentiality does not apply when and in as far as the contracting party in receipt of information can show that
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,1. the information in question is publicly available or
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,2. the information in question has come to the receiving party’s attention in another way which did not infringe any duty of confidentiality or
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,3. the information in question has been developed by the receiving party’s staff independently without such information having been made available to them or
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,4. the party who disclosed the information has waived their right to confidentiality with regard to the information in question in writing
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,§ 3 Graded Assessment
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,The graded assessment submitted is not confidential information.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"Where the author has clearly marked the graded assessment’s cover page with a lock flag (“Sperrvermerk”), the university, following the completion of the assessment procedure, will store the work in a proper and protected place."
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,§ 4 Permission
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,(1) The university is permitted to handle confidential information in such a way and to such an extent as is necessary and usual to execute the cooperation; this included photocopying.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"In particular, the university is permitted to reveal confidential information to third parties in as far as this is necessary to allow for the proper performance of the assessment process."
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,The proper performance of the assessment process includes all steps of the process including legal proceeding to object to assessment decision and an examination for plagiarism; the relevant examination and legal regulations apply.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"To clarify, this agreement negates neither the student’s nor the university’s duties under the examination regulations or university law."
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,(2) The receiving party is permitted to disclose any information in as far as it is their legal or official duty to do so..
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,§ 5 Liability
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,The contracting parties agree to handle any confidential information they receive with the same care they would extend to similar information of their own in order to protect it from unauthorised disclosure or use.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,The extent of the liability for breaches of this confidentiality agreement as well resulting loss is limited to foreseeable loss.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,§ 6 Property Rights
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"This agreement does not confer any rights, in particular property, licencing or replication rights, rights of use or any other commercial protected rights or options between the parties."
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"A party making information available to the other, reserves the right to register its own protective rights with regard to the subject of such information."
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,§ 7 Coming into Force and Duration
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,The agreement comes into force at such time as the last party signs the agreement.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Any duties under this agreement seize to exist five years after the coming into force thereof.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,§ 8 Legal Relationships
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Existing Outside this Agreement
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,No employment or similar contract exists between the university and the student but a relationship governed by examination regulations.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Thus the university does not have the right to impose a duty of confidentiality upon the student.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,The university is not liable for the student’s compliance with any bilateral confidentiality agreements between student and company.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,§ 9 Other
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Oral agreement will be considered null and void.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Any additions or amendments to this contract have to be in writing.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,The formal requirement can only be waived in writing.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Only German law applies.
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"Place, Date Pace, Date"
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"Furtwangen University, Stamp, Company, Stamp,"
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Signature Dean Signature Company Representative
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Noted and agreed:
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,"Place, Date Place, Date"
Geheimhaltungsvereinbarung_Abschlussarbeiten_HFU_englisch.pdf,Signature Thesis Supervisor if applicable: Signature 2nd HFU-Supervisor
GreenStorm%20NDCSC.pdf,"MUTUAL NON-DISCLOSURE, NON-CIRCUMVENTION, NON-SOLICITATION, AND NON-COMPETITION AGREEMENT"
GreenStorm%20NDCSC.pdf,BETWEEN:
GreenStorm%20NDCSC.pdf,GreenStorm Solutions Pty Ltd
GreenStorm%20NDCSC.pdf,"34 Astoria Cct, Maroubra, NSW, 2035, Australia"
GreenStorm%20NDCSC.pdf,"Phone: +614 1849 2462, Fax: +612 9344 4964,"
GreenStorm%20NDCSC.pdf,Email: dave@greenstorm.com.au
GreenStorm%20NDCSC.pdf,and associated entities
GreenStorm%20NDCSC.pdf,(hereafter jointly referred to as “Party-1”)
GreenStorm%20NDCSC.pdf,AND;
GreenStorm%20NDCSC.pdf,____________________________________________
GreenStorm%20NDCSC.pdf,Full Name of Person (BLOCK LETTERS)
GreenStorm%20NDCSC.pdf,____________________________________________
GreenStorm%20NDCSC.pdf,Full Name of Company (BLOCK LETTERS)
GreenStorm%20NDCSC.pdf,____________________________________________
GreenStorm%20NDCSC.pdf,Full Street and Postal Address (BLOCK LETTERS)
GreenStorm%20NDCSC.pdf,____________________
GreenStorm%20NDCSC.pdf,___________________
GreenStorm%20NDCSC.pdf,Telephone Number Fax Number
GreenStorm%20NDCSC.pdf,____________________________________________
GreenStorm%20NDCSC.pdf,Email address
GreenStorm%20NDCSC.pdf,Plus all of subsidiaries and associated entities
GreenStorm%20NDCSC.pdf,(hereafter jointly referred to as the “Party-2”)
GreenStorm%20NDCSC.pdf,1. PURPOSE OF THIS AGREEMENT
GreenStorm%20NDCSC.pdf,The Parties to this Agreement desire to engage in discussions regarding present and/or potential future business relationships.
GreenStorm%20NDCSC.pdf,"This Agreement combines a non-disclosure, a non-circumvention, non-solicitation and non-competition agreement."
GreenStorm%20NDCSC.pdf,"The Parties intend to engage in substantive discussions and sharing of confidential information regarding certain new and useful business opportunities, business contacts, trade secrets, business entity formation and structuring."
GreenStorm%20NDCSC.pdf,"In connection with these discussions, it may be necessary and/or desirable for the Parties to provide the other with, or allow access to, proprietary, technical, or business data, and/or other confidential information (collectively the ""Confidential Information"")."
GreenStorm%20NDCSC.pdf,"Therefore, the Parties hereby agree that they are bound by an obligation of confidentiality."
GreenStorm%20NDCSC.pdf,"The Parties both believe, and hereby agree, that Confidential Information has significant commercial value that would be diminished by unauthorized disclosure."
